Date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-04-08,ID,1210,10688,0,0,93,0,24,0,0,0,2020-04-08T20:00:00Z,15,93,11898,11898,2,10,612,40,652
2020-04-08,IL,15078,59988,0,3680,0,1166,0,821,0,0,2020-04-08T20:00:00Z,462,0,75066,75066,82,0,4805,1529,6334
2020-04-08,IN,5943,24926,0,0,0,924,0,507,0,0,2020-04-08T20:00:00Z,203,0,30869,30869,30,0,1669,436,2105
2020-04-08,KS,1046,9137,0,0,223,0,0,0,0,0,2020-04-08T20:00:00Z,38,223,10183,10183,11,0,523,146,669
2020-04-08,KY,1149,20455,0,0,0,0,0,0,0,0,2020-04-08T20:00:00Z,65,0,21604,21604,6,0,1508,141,1649
2020-04-08,LA,17030,64376,0,1983,0,0,0,490,0,0,2020-04-08T20:00:00Z,652,0,81406,81406,70,0,6005,746,6751
2020-04-08,MA,16692,70849,0,2119,2119,0,0,0,0,0,2020-04-08T20:00:00Z,615,2119,87541,87541,100,288,4579,1588,6167
2020-04-08,MD,5529,32933,0,0,1210,0,0,0,0,365,2020-04-08T20:00:00Z,124,1210,38462,38462,21,104,5677,1158,6835
2020-04-08,ME,537,6088,0,0,101,0,0,0,0,187,2020-04-08T20:00:00Z,14,101,6625,6625,2,2,0,18,18
2020-04-08,MI,20589,45550,0,0,0,0,0,0,0,56,2020-04-08T20:00:00Z,959,0,66139,66139,114,0,0,766,766
2020-04-08,MN,1154,29599,0,135,271,64,105,0,0,593,2020-04-08T20:00:00Z,39,271,30753,30753,5,29,1408,85,1493
2020-04-08,MO,3327,30783,0,519,0,0,0,0,0,0,2020-04-08T20:00:00Z,58,0,34110,34110,5,0,1851,290,2141
2020-04-08,MP,11,27,9,0,0,0,0,0,0,0,2020-04-08T20:00:00Z,2,0,38,38,0,0,12,3,15
2020-04-08,MS,2003,18632,0,0,410,0,0,0,0,0,2020-04-08T20:00:00Z,67,410,20635,20635,8,33,0,88,88
2020-04-08,MT,332,7066,0,0,31,0,0,0,0,135,2020-04-08T20:00:00Z,6,31,7398,7398,0,3,400,13,413
2020-04-08,NC,3426,39561,0,386,0,0,0,0,0,0,2020-04-08T20:00:00Z,53,0,42987,42987,7,0,1700,205,1905
2020-04-08,ND,251,8301,0,16,34,0,0,0,0,98,2020-04-08T20:00:00Z,4,34,8552,8552,0,1,835,14,849
2020-04-08,NE,519,7442,0,0,0,0,0,0,0,0,2020-04-08T20:00:00Z,12,0,7961,7961,2,0,631,72,703
2020-04-08,NH,788,8389,89,0,118,0,0,0,0,211,2020-04-08T20:00:00Z,18,118,9177,9177,9,15,370,73,443
2020-04-08,NJ,47437,52979,0,7026,0,1617,0,1576,0,0,2020-04-08T20:00:00Z,1504,0,100416,100416,272,0,2421,3021,5442
2020-04-08,NM,794,21451,0,51,0,0,0,18,0,171,2020-04-08T20:00:00Z,13,0,22245,22245,1,0,312,108,420
2020-04-08,NV,2318,18248,0,282,0,0,0,0,0,0,2020-04-08T20:00:00Z,71,0,20566,20566,13,0,1696,231,1927
2020-04-08,NY,149316,215837,0,18079,34432,4593,0,0,0,16353,2020-04-08T20:00:00Z,6268,34432,365153,365153,779,2349,14642,10453,25095
2020-04-08,OH,5148,48193,0,0,1495,0,472,0,0,0,2020-04-08T20:00:00Z,193,1495,53341,53341,26,141,2137,366,2503
2020-04-08,OK,1524,11821,0,188,390,120,0,0,0,686,2020-04-08T20:00:00Z,79,390,13345,13345,12,14,0,52,52
2020-04-08,OR,1239,23325,0,156,324,61,0,58,69,0,2020-04-08T20:00:00Z,33,324,24564,24564,0,0,1499,58,1557
2020-04-08,PA,16239,82299,0,1898,0,0,0,603,0,0,2020-04-08T20:00:00Z,309,0,98538,98538,69,0,5580,1680,7260
2020-04-08,PR,620,4266,1160,0,0,0,0,0,0,0,2020-04-08T20:00:00Z,24,0,4886,4886,1,0,300,47,347
2020-04-08,RI,1450,10682,0,143,0,45,0,26,0,35,2020-04-08T20:00:00Z,35,0,12132,12132,5,0,1605,220,1825
2020-04-08,SC,2552,22082,0,0,241,0,0,0,0,0,2020-04-08T20:00:00Z,63,241,24634,24634,12,0,819,135,954
2020-04-08,SD,393,6355,0,0,26,0,0,0,0,146,2020-04-08T20:00:00Z,6,26,6748,6748,0,3,407,73,480
2020-04-08,TN,4362,52256,0,0,449,0,0,0,0,592,2020-04-08T20:00:00Z,79,449,56618,56618,7,41,3520,224,3744
2020-04-08,TX,9353,86905,0,1491,0,0,0,0,0,38,2020-04-08T20:00:00Z,177,0,96258,96258,23,0,6518,1091,7609
2020-04-08,UT,1846,34270,0,0,158,0,0,0,0,0,2020-04-08T20:00:00Z,13,158,36116,36116,0,10,1361,108,1469
2020-04-08,VA,3645,27000,0,0,615,0,145,0,108,0,2020-04-08T20:00:00Z,75,615,30645,30645,12,52,1688,312,2000
2020-04-08,VI,45,242,35,0,0,0,0,0,0,39,2020-04-08T20:00:00Z,1,0,287,287,0,0,20,2,22
2020-04-08,VT,605,7144,0,35,50,0,0,0,0,15,2020-04-08T20:00:00Z,23,50,7749,7749,0,5,590,30,620
2020-04-08,WA,9214,108847,0,655,0,186,0,0,0,0,2020-04-08T20:00:00Z,443,0,118061,118061,14,0,4336,355,4691
2020-04-08,WI,2756,30115,0,0,790,0,218,0,0,0,2020-04-08T20:00:00Z,99,790,32871,32871,7,45,1603,178,1781
2020-04-08,WV,462,12083,0,0,0,0,0,0,0,0,2020-04-08T20:00:00Z,4,0,12545,12545,0,0,436,50,486
2020-04-08,WY,221,3843,0,0,33,0,0,0,0,62,2020-04-08T20:00:00Z,0,33,4064,4064,0,0,54,5,59
2020-04-09,AK,235,6988,0,0,27,0,0,0,0,49,2020-04-09T20:00:00Z,7,27,7223,7223,0,0,146,9,155
2020-04-09,AL,2769,18058,0,0,333,0,0,0,0,0,2020-04-09T20:00:00Z,74,333,20827,20827,8,19,1305,400,1705
2020-04-09,AR,1119,13832,0,73,130,0,43,31,39,288,2020-04-09T20:00:00Z,21,130,14951,14951,3,0,302,119,421
2020-04-09,AS,0,3,2,0,0,0,0,0,0,0,2020-04-09T20:00:00Z,0,0,3,3,0,0,0,0,0
2020-04-09,AZ,3018,34160,0,0,0,0,0,0,0,0,2020-04-09T20:00:00Z,89,0,37178,37178,9,0,2322,292,2614
2020-04-09,CA,18309,145191,14100,2825,0,1132,0,0,0,0,2020-04-09T20:00:00Z,492,0,163500,163500,50,0,17884,1352,19236
2020-04-09,CO,5655,23544,0,848,1162,0,0,0,0,0,2020-04-09T20:00:00Z,193,1162,29199,29199,14,83,879,226,1105
2020-04-09,CT,9784,23718,0,1464,0,0,0,0,0,0,2020-04-09T20:00:00Z,380,0,33502,33502,103,0,2463,2003,4466
2020-04-09,DC,1523,7201,0,0,0,0,0,0,0,393,2020-04-09T20:00:00Z,32,0,8724,8724,5,0,358,83,441
2020-04-09,DE,1207,8683,0,201,0,0,0,0,0,173,2020-04-09T20:00:00Z,23,0,9890,9890,7,0,1055,279,1334
2020-04-09,FL,16364,136185,1395,0,2268,0,0,0,0,0,2020-04-09T20:00:00Z,354,2268,152549,152549,45,206,8506,909,9415
2020-04-09,GA,10566,30519,0,0,2159,0,0,0,0,0,2020-04-09T20:00:00Z,379,2159,41085,41085,17,166,1633,665,2298
2020-04-09,GU,128,593,0,14,0,2,0,2,0,33,2020-04-09T20:00:00Z,4,0,721,721,0,0,31,3,34
2020-04-09,HI,435,15316,0,0,42,0,6,0,0,113,2020-04-09T20:00:00Z,5,42,15751,15751,0,0,577,25,602
2020-04-09,IA,1270,13703,0,122,0,0,0,0,0,476,2020-04-09T20:00:00Z,29,0,14973,14973,2,0,882,125,1007
2020-04-09,ID,1232,11299,0,0,113,0,29,0,0,0,2020-04-09T20:00:00Z,18,113,12531,12531,3,20,611,22,633
2020-04-09,IL,16422,64435,0,3680,0,1166,0,821,0,0,2020-04-09T20:00:00Z,528,0,80857,80857,66,0,4447,1344,5791
2020-04-09,IN,6351,25782,0,0,0,924,0,507,0,0,2020-04-09T20:00:00Z,245,0,32133,32133,42,0,856,408,1264
2020-04-09,KS,1106,9669,0,0,263,0,0,0,0,0,2020-04-09T20:00:00Z,42,263,10775,10775,4,40,532,60,592
2020-04-09,KY,1346,20455,0,0,0,0,0,0,0,0,2020-04-09T20:00:00Z,73,0,21801,21801,8,0,0,197,197
2020-04-09,LA,18283,68636,0,2014,0,0,0,473,0,0,2020-04-09T20:00:00Z,702,0,86919,86919,50,0,4260,1253,5513
2020-04-09,MA,18843,76146,0,2302,2302,0,0,0,0,0,2020-04-09T20:00:00Z,725,2302,94989,94989,110,183,5297,2151,7448
2020-04-09,MD,6185,35344,0,0,1348,0,0,0,0,376,2020-04-09T20:00:00Z,138,1348,41529,41529,14,138,2411,656,3067
2020-04-09,ME,560,6088,0,0,105,0,0,0,0,202,2020-04-09T20:00:00Z,16,105,6648,6648,2,4,0,23,23
2020-04-09,MI,21504,45550,0,3826,0,1628,0,1434,0,56,2020-04-09T20:00:00Z,1076,0,67054,67054,117,0,0,915,915
2020-04-09,MN,1242,31052,0,145,293,63,119,0,0,625,2020-04-09T20:00:00Z,50,293,32294,32294,11,22,1453,88,1541
2020-04-09,MO,3539,34955,0,568,0,0,0,0,0,0,2020-04-09T20:00:00Z,77,0,38494,38494,19,0,4172,212,4384
2020-04-09,MP,11,27,9,0,0,0,0,0,0,0,2020-04-09T20:00:00Z,2,0,38,38,0,0,0,0,0
2020-04-09,MS,2260,18632,0,0,441,0,0,0,0,0,2020-04-09T20:00:00Z,76,441,20892,20892,9,31,0,257,257
2020-04-09,MT,354,7506,0,13,36,0,0,0,0,157,2020-04-09T20:00:00Z,6,36,7860,7860,0,5,440,22,462
2020-04-09,NC,3651,44158,0,398,0,0,0,0,0,0,2020-04-09T20:00:00Z,65,0,47809,47809,12,0,4597,225,4822
2020-04-09,ND,269,8721,0,14,34,0,0,0,0,101,2020-04-09T20:00:00Z,5,34,8990,8990,1,0,420,18,438
2020-04-09,NE,567,8116,0,0,0,0,0,0,0,0,2020-04-09T20:00:00Z,14,0,8683,8683,2,0,674,48,722
2020-04-09,NH,788,8763,143,0,118,0,0,0,0,227,2020-04-09T20:00:00Z,18,118,9551,9551,0,0,374,0,374
2020-04-09,NJ,51027,56165,0,7363,0,1523,0,1551,0,0,2020-04-09T20:00:00Z,1700,0,107192,107192,196,0,3186,3590,6776
2020-04-09,NM,865,22942,0,59,0,0,0,18,0,201,2020-04-09T20:00:00Z,16,0,23807,23807,3,0,1491,71,1562
2020-04-09,NV,2456,19315,0,282,0,0,0,0,0,0,2020-04-09T20:00:00Z,80,0,21771,21771,9,0,1067,138,1205
2020-04-09,NY,159937,231612,0,18279,36576,4925,0,0,0,18297,2020-04-09T20:00:00Z,7067,36576,391549,391549,799,2144,15775,10621,26396
2020-04-09,OH,5512,50473,0,0,1612,0,497,0,0,0,2020-04-09T20:00:00Z,213,1612,55985,55985,20,117,2280,364,2644
2020-04-09,OK,1684,18595,0,188,415,120,0,0,0,686,2020-04-09T20:00:00Z,80,415,20279,20279,1,25,6774,160,6934
2020-04-09,OR,1321,24306,0,146,326,66,0,54,0,0,2020-04-09T20:00:00Z,44,326,25627,25627,11,2,981,82,1063
2020-04-09,PA,18228,87374,0,2051,0,0,0,592,0,0,2020-04-09T20:00:00Z,338,0,105602,105602,29,0,5075,1989,7064
2020-04-09,PR,683,4703,1304,0,0,0,0,0,0,0,2020-04-09T20:00:00Z,33,0,5386,5386,9,0,437,63,500
2020-04-09,RI,1727,10682,0,160,0,45,0,26,0,35,2020-04-09T20:00:00Z,43,0,12409,12409,8,0,0,277,277
2020-04-09,SC,2792,24575,0,0,241,0,0,0,0,0,2020-04-09T20:00:00Z,67,241,27367,27367,4,0,2493,240,2733
2020-04-09,SD,447,6700,0,0,27,0,0,0,0,161,2020-04-09T20:00:00Z,6,27,7147,7147,0,1,345,54,399
2020-04-09,TN,4634,55215,0,0,505,0,0,0,0,921,2020-04-09T20:00:00Z,94,505,59849,59849,15,56,2959,272,3231
2020-04-09,TX,10230,95904,0,1439,0,0,0,0,0,1101,2020-04-09T20:00:00Z,199,0,106134,106134,22,0,8999,877,9876
2020-04-09,UT,1976,36397,0,0,168,0,0,0,0,0,2020-04-09T20:00:00Z,13,168,38373,38373,0,10,2127,130,2257
2020-04-09,VA,4042,28984,627,669,685,469,0,285,0,0,2020-04-09T20:00:00Z,109,685,33026,33026,34,70,1984,397,2381
2020-04-09,VI,46,251,42,0,0,0,0,0,0,39,2020-04-09T20:00:00Z,1,0,297,297,0,0,9,1,10
2020-04-09,VT,628,7553,0,33,0,0,0,0,0,15,2020-04-09T20:00:00Z,23,0,8181,8181,0,0,409,23,432
2020-04-09,WA,9492,112544,0,650,0,191,0,0,0,0,2020-04-09T20:00:00Z,459,0,122036,122036,16,0,3697,278,3975
2020-04-09,WI,2885,31424,0,0,843,0,230,0,0,0,2020-04-09T20:00:00Z,111,843,34309,34309,12,53,1309,129,1438
2020-04-09,WV,523,13340,0,0,0,0,0,0,0,0,2020-04-09T20:00:00Z,5,0,13863,13863,1,0,1257,61,1318
2020-04-09,WY,230,3920,0,0,34,0,0,0,0,94,2020-04-09T20:00:00Z,0,34,4150,4150,0,1,77,9,86
2020-04-10,AK,246,7186,0,0,28,0,0,0,0,55,2020-04-10T20:00:00Z,7,28,7432,7432,0,1,198,11,209
2020-04-10,AL,2968,18058,0,0,368,0,0,0,0,0,2020-04-10T20:00:00Z,80,368,21026,21026,6,35,0,199,199
2020-04-10,AR,1171,15949,0,86,130,0,43,33,39,312,2020-04-10T20:00:00Z,23,130,17120,17120,2,0,2117,52,2169
2020-04-10,AS,0,3,2,0,0,0,0,0,0,0,2020-04-10T20:00:00Z,0,0,3,3,0,0,0,0,0
2020-04-10,AZ,3112,34622,0,0,0,0,0,0,0,0,2020-04-10T20:00:00Z,97,0,37734,37734,8,0,462,94,556
2020-04-10,CA,19472,145391,13900,2897,0,1145,0,0,0,0,2020-04-10T20:00:00Z,541,0,164863,164863,49,0,200,1163,1363
2020-04-10,CO,6510,26143,0,842,1312,0,0,0,0,0,2020-04-10T20:00:00Z,250,1312,32653,32653,57,150,2599,855,3454
2020-04-10,CT,10538,25750,0,1562,0,0,0,0,0,0,2020-04-10T20:00:00Z,448,0,36288,36288,68,0,2032,754,2786
2020-04-10,DC,1660,7695,0,0,0,0,0,0,0,426,2020-04-10T20:00:00Z,38,0,9355,9355,6,0,494,137,631
2020-04-10,DE,1326,10415,0,181,0,0,0,0,0,177,2020-04-10T20:00:00Z,23,0,11741,11741,0,0,1732,119,1851
2020-04-10,FL,17531,145299,1411,0,2487,0,0,0,0,0,2020-04-10T20:00:00Z,390,2487,162830,162830,36,219,9114,1167,10281
2020-04-10,GA,11483,34664,0,0,2351,0,0,0,0,0,2020-04-10T20:00:00Z,416,2351,46147,46147,37,192,4145,917,5062
2020-04-10,GU,130,662,0,14,0,2,0,2,0,41,2020-04-10T20:00:00Z,4,0,792,792,0,0,69,2,71
2020-04-10,HI,442,15707,0,0,42,0,6,0,2,251,2020-04-10T20:00:00Z,6,42,16149,16149,1,0,391,7,398
2020-04-10,IA,1388,14565,0,125,0,55,0,30,0,506,2020-04-10T20:00:00Z,31,0,15953,15953,2,0,862,118,980
2020-04-10,ID,1353,11741,0,0,127,0,33,0,0,0,2020-04-10T20:00:00Z,24,127,13094,13094,6,14,442,121,563
2020-04-10,IL,17887,69640,0,3680,0,1166,0,821,0,0,2020-04-10T20:00:00Z,596,0,87527,87527,68,0,5205,1465,6670
2020-04-10,IN,6907,28133,0,0,0,820,0,497,0,0,2020-04-10T20:00:00Z,300,0,35040,35040,55,0,2351,556,2907
2020-04-10,KS,1166,10248,0,0,274,0,0,0,0,0,2020-04-10T20:00:00Z,50,274,11414,11414,8,11,579,60,639
2020-04-10,KY,1693,22595,0,271,459,105,177,0,0,464,2020-04-10T20:00:00Z,90,459,24288,24288,17,459,2140,347,2487
2020-04-10,LA,19253,73027,0,2054,0,0,0,479,0,0,2020-04-10T20:00:00Z,755,0,92280,92280,53,0,4391,970,5361
2020-04-10,MA,20878,81564,0,2435,2435,0,0,0,0,0,2020-04-10T20:00:00Z,832,2435,102442,102442,107,133,5418,2035,7453
2020-04-10,MD,6968,37480,0,0,1413,0,0,0,0,397,2020-04-10T20:00:00Z,171,1413,44448,44448,33,65,2136,783,2919
2020-04-10,ME,586,6088,0,0,111,0,0,0,0,246,2020-04-10T20:00:00Z,17,111,6674,6674,1,6,0,26,26
2020-04-10,MI,22783,49261,0,3823,0,1663,0,1394,0,56,2020-04-10T20:00:00Z,1281,0,72044,72044,205,0,3711,1279,4990
2020-04-10,MN,1336,32558,0,143,317,64,131,0,0,675,2020-04-10T20:00:00Z,57,317,33894,33894,7,24,1506,94,1600
2020-04-10,MO,3799,36941,0,568,0,0,0,0,0,0,2020-04-10T20:00:00Z,96,0,40740,40740,19,0,1986,260,2246
2020-04-10,MP,11,27,9,0,0,0,0,0,0,0,2020-04-10T20:00:00Z,2,0,38,38,0,0,0,0,0
2020-04-10,MS,2469,18632,0,0,482,0,0,0,0,0,2020-04-10T20:00:00Z,82,482,21101,21101,6,41,0,209,209
2020-04-10,MT,365,7932,0,29,41,0,0,0,0,165,2020-04-10T20:00:00Z,6,41,8297,8297,0,5,426,11,437
2020-04-10,NC,3908,53737,0,423,0,0,0,0,0,0,2020-04-10T20:00:00Z,74,0,57645,57645,9,0,9579,257,9836
2020-04-10,ND,278,9330,0,13,36,0,0,0,0,105,2020-04-10T20:00:00Z,6,36,9608,9608,1,2,609,9,618
2020-04-10,NE,635,8719,0,0,0,0,0,0,0,0,2020-04-10T20:00:00Z,15,0,9354,9354,1,0,603,68,671
2020-04-10,NH,819,9139,155,0,124,0,0,0,0,234,2020-04-10T20:00:00Z,21,124,9958,9958,3,6,376,31,407
2020-04-10,NJ,54588,58935,0,7570,0,1679,0,1663,0,682,2020-04-10T20:00:00Z,1932,0,113523,113523,232,0,2770,3561,6331
2020-04-10,NM,1091,26007,0,73,0,0,0,18,0,217,2020-04-10T20:00:00Z,19,0,27098,27098,3,0,3065,226,3291
2020-04-10,NV,2584,20165,0,282,0,0,0,0,0,0,2020-04-10T20:00:00Z,86,0,22749,22749,6,0,850,128,978
2020-04-10,NY,170512,247373,0,18569,38818,4908,0,0,0,20249,2020-04-10T20:00:00Z,7844,38818,417885,417885,777,2242,15761,10575,26336
2020-04-10,OH,5878,52695,0,0,1755,0,548,0,0,0,2020-04-10T20:00:00Z,231,1755,58573,58573,18,143,2222,366,2588
2020-04-10,OK,1794,20370,0,186,428,122,0,0,0,790,2020-04-10T20:00:00Z,88,428,22164,22164,8,13,1775,110,1885
2020-04-10,OR,1321,24306,0,146,326,66,0,54,0,0,2020-04-10T20:00:00Z,44,326,25627,25627,0,0,0,0,0
2020-04-10,PA,19979,93040,0,2072,0,0,0,611,0,0,2020-04-10T20:00:00Z,416,0,113019,113019,78,0,5666,1751,7417
2020-04-10,PR,725,5121,1392,0,0,0,0,0,0,0,2020-04-10T20:00:00Z,39,0,5846,5846,6,0,418,42,460
2020-04-10,RI,2015,12281,0,169,0,45,0,26,0,35,2020-04-10T20:00:00Z,49,0,14296,14296,6,0,1599,288,1887
2020-04-10,SC,3065,25118,0,0,496,0,0,0,0,0,2020-04-10T20:00:00Z,72,496,28183,28183,5,255,543,273,816
2020-04-10,SD,536,7111,0,0,29,0,0,0,0,177,2020-04-10T20:00:00Z,6,29,7647,7647,0,2,411,89,500
2020-04-10,TN,4862,57937,0,0,536,0,0,0,0,1145,2020-04-10T20:00:00Z,98,536,62799,62799,4,31,2722,228,2950
2020-04-10,TX,11671,104047,0,1532,0,0,0,0,0,1366,2020-04-10T20:00:00Z,226,0,115718,115718,27,0,8143,1441,9584
2020-04-10,UT,2102,38660,0,0,183,0,0,0,0,0,2020-04-10T20:00:00Z,17,183,40762,40762,4,15,2263,126,2389
2020-04-10,VA,4509,30950,521,1238,772,457,0,287,0,0,2020-04-10T20:00:00Z,121,772,35459,35459,12,87,1966,467,2433
2020-04-10,VI,50,273,45,3,0,0,0,0,0,43,2020-04-10T20:00:00Z,1,0,323,323,0,0,22,4,26
2020-04-10,VT,679,7553,0,32,0,0,0,0,0,15,2020-04-10T20:00:00Z,24,0,8232,8232,1,0,0,51,51
2020-04-10,WA,9941,116396,0,642,0,191,0,0,0,0,2020-04-10T20:00:00Z,476,0,126337,126337,17,0,3852,449,4301
2020-04-10,WI,3068,33225,0,0,904,190,247,0,0,0,2020-04-10T20:00:00Z,128,904,36293,36293,17,61,1801,183,1984
2020-04-10,WV,554,14001,0,85,0,20,0,22,0,63,2020-04-10T20:00:00Z,5,0,14555,14555,0,0,661,31,692
2020-04-10,WY,253,4736,0,0,37,0,0,0,0,105,2020-04-10T20:00:00Z,0,37,4989,4989,0,3,816,23,839
2020-04-11,AK,257,7475,0,0,31,0,0,0,0,63,2020-04-11T20:00:00Z,8,31,7732,7732,1,3,289,11,300
2020-04-11,AL,3191,18058,0,0,402,0,177,0,113,0,2020-04-11T20:00:00Z,91,402,21249,21249,11,34,0,223,223
2020-04-11,AR,1226,17352,0,86,130,0,43,33,39,340,2020-04-11T20:00:00Z,24,130,18578,18578,1,0,1403,55,1458
2020-04-11,AS,0,3,2,0,0,0,0,0,0,0,2020-04-11T20:00:00Z,0,0,3,3,0,0,0,0,0
2020-04-11,AZ,3393,37137,0,0,0,0,0,0,0,0,2020-04-11T20:00:00Z,108,0,40530,40530,11,0,2515,281,2796
2020-04-11,CA,20615,152604,13200,5236,0,1591,0,0,0,0,2020-04-11T20:00:00Z,609,0,173219,173219,68,0,7213,1143,8356
2020-04-11,CO,6510,26143,0,841,1312,0,0,0,0,0,2020-04-11T20:00:00Z,250,1312,32653,32653,0,0,0,0,0
2020-04-11,CT,11510,28321,0,1593,0,0,0,0,0,0,2020-04-11T20:00:00Z,494,0,39831,39831,46,0,2571,972,3543
2020-04-11,DC,1778,8261,0,0,0,0,0,0,0,447,2020-04-11T20:00:00Z,47,0,10039,10039,9,0,566,118,684
2020-04-11,DE,1479,9624,0,190,0,0,0,0,0,191,2020-04-11T20:00:00Z,33,0,11103,11103,10,0,-791,153,-638
2020-04-11,FL,18494,154439,1418,0,2661,0,0,0,0,0,2020-04-11T20:00:00Z,438,2661,172933,172933,48,174,9140,963,10103
2020-04-11,GA,12159,39556,0,0,2479,0,0,0,0,0,2020-04-11T20:00:00Z,428,2479,51715,51715,12,128,4892,676,5568
2020-04-11,GU,133,693,0,14,0,2,0,2,0,58,2020-04-11T20:00:00Z,5,0,826,826,1,0,31,3,34
2020-04-11,HI,465,17066,0,0,43,0,6,0,2,284,2020-04-11T20:00:00Z,8,43,17531,17531,2,1,1359,23,1382
2020-04-11,IA,1510,15622,0,118,0,55,0,30,0,585,2020-04-11T20:00:00Z,34,0,17132,17132,3,0,1057,122,1179
2020-04-11,ID,1396,12368,0,0,128,0,35,0,0,0,2020-04-11T20:00:00Z,25,128,13764,13764,1,1,627,43,670
2020-04-11,IL,19180,72969,0,3680,0,1166,0,821,0,0,2020-04-11T20:00:00Z,677,0,92149,92149,81,0,3329,1293,4622
2020-04-11,IN,7435,31780,0,0,0,820,0,497,0,0,2020-04-11T20:00:00Z,330,0,39215,39215,30,0,3647,528,4175
2020-04-11,KS,1268,11075,0,0,293,0,0,0,0,0,2020-04-11T20:00:00Z,55,293,12343,12343,5,19,827,102,929
2020-04-11,KY,1693,22595,0,271,459,105,177,0,0,464,2020-04-11T20:00:00Z,90,459,24288,24288,0,0,0,0,0
2020-04-11,LA,20014,76901,0,2067,0,0,0,470,0,0,2020-04-11T20:00:00Z,806,0,96915,96915,51,0,3874,761,4635
2020-04-11,MA,22766,86115,0,2507,2507,0,0,0,0,0,2020-04-11T20:00:00Z,946,2507,108881,108881,114,72,4551,1888,6439
2020-04-11,MD,7694,39544,0,0,1709,0,0,0,0,431,2020-04-11T20:00:00Z,206,1709,47238,47238,35,296,2064,726,2790
2020-04-11,ME,616,6088,0,0,114,0,0,0,0,256,2020-04-11T20:00:00Z,19,114,6704,6704,2,3,0,30,30
2020-04-11,MI,23993,52021,0,3636,0,1582,0,1441,0,595,2020-04-11T20:00:00Z,1392,0,76014,76014,111,0,2760,1210,3970
2020-04-11,MN,1427,33977,0,145,340,69,138,0,0,729,2020-04-11T20:00:00Z,64,340,35404,35404,7,23,1419,91,1510
2020-04-11,MO,4024,39148,0,506,0,0,0,0,0,0,2020-04-11T20:00:00Z,109,0,43172,43172,13,0,2207,225,2432
2020-04-11,MP,11,27,9,0,0,0,0,0,0,0,2020-04-11T20:00:00Z,2,0,38,38,0,0,0,0,0
2020-04-11,MS,2642,18632,0,0,528,0,0,0,0,0,2020-04-11T20:00:00Z,93,528,21274,21274,11,46,0,173,173
2020-04-11,MT,377,8204,0,21,46,0,0,0,0,169,2020-04-11T20:00:00Z,6,46,8581,8581,0,5,272,12,284
2020-04-11,NC,4312,56081,0,362,0,0,0,0,0,0,2020-04-11T20:00:00Z,80,0,60393,60393,6,0,2344,404,2748
2020-04-11,ND,293,9787,0,10,36,0,0,0,0,119,2020-04-11T20:00:00Z,7,36,10080,10080,1,0,457,15,472
2020-04-11,NE,700,9285,0,0,0,0,0,0,0,0,2020-04-11T20:00:00Z,17,0,9985,9985,2,0,566,65,631
2020-04-11,NH,885,9608,93,0,134,0,0,0,0,234,2020-04-11T20:00:00Z,22,134,10493,10493,1,10,469,66,535
2020-04-11,NJ,58151,62042,0,7618,0,1746,0,1650,0,0,2020-04-11T20:00:00Z,2183,0,120193,120193,251,0,3107,3563,6670
2020-04-11,NM,1091,26007,0,75,0,0,0,18,0,235,2020-04-11T20:00:00Z,19,0,27098,27098,0,0,0,0,0
2020-04-11,NV,2700,20887,0,282,0,0,0,0,0,0,2020-04-11T20:00:00Z,102,0,23587,23587,16,0,722,116,838
2020-04-11,NY,180458,260522,0,18654,40679,5009,0,0,0,22025,2020-04-11T20:00:00Z,8627,40679,440980,440980,783,1861,13149,9946,23095
2020-04-11,OH,6250,54221,0,0,1859,0,572,0,0,0,2020-04-11T20:00:00Z,247,1859,60471,60471,16,104,1526,372,1898
2020-04-11,OK,1868,20790,0,383,446,191,0,0,0,865,2020-04-11T20:00:00Z,94,446,22658,22658,6,18,420,74,494
2020-04-11,OR,1371,25853,0,140,338,58,0,46,0,0,2020-04-11T20:00:00Z,48,338,27224,27224,4,12,1547,50,1597
2020-04-11,PA,21655,98498,0,2115,0,0,0,639,0,0,2020-04-11T20:00:00Z,494,0,120153,120153,78,0,5458,1676,7134
2020-04-11,PR,788,5583,1332,0,0,0,0,0,0,0,2020-04-11T20:00:00Z,42,0,6371,6371,3,0,462,63,525
2020-04-11,RI,2349,15858,0,183,0,50,0,26,0,35,2020-04-11T20:00:00Z,56,0,18207,18207,7,0,3577,334,3911
2020-04-11,SC,3207,26886,0,0,496,0,0,0,0,0,2020-04-11T20:00:00Z,80,496,30093,30093,8,0,1768,142,1910
2020-04-11,SD,626,7378,2,0,33,0,0,0,0,189,2020-04-11T20:00:00Z,6,33,8004,8004,0,4,267,90,357
2020-04-11,TN,5114,61714,0,0,556,0,0,0,0,1386,2020-04-11T20:00:00Z,101,556,66828,66828,3,20,3777,252,4029
2020-04-11,TX,12561,107972,0,1514,0,0,0,0,0,1617,2020-04-11T20:00:00Z,254,0,120533,120533,28,0,3925,890,4815
2020-04-11,UT,2206,40340,0,0,190,0,0,0,0,0,2020-04-11T20:00:00Z,18,190,42546,42546,1,7,1680,104,1784
