Date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-03-28,PR,100,739,792,0,0,0,0,0,0,0,2020-03-28T20:00:00Z,3,0,839,839,0,0,220,21,241
2020-03-28,RI,239,2541,138,29,0,9,0,6,0,0,2020-03-28T20:00:00Z,0,0,2780,2780,0,0,235,36,271
2020-03-28,SC,539,2408,0,0,102,0,0,0,0,0,2020-03-28T20:00:00Z,13,102,2947,2947,4,0,101,83,184
2020-03-28,SD,68,2592,0,0,0,0,0,0,0,26,2020-03-28T20:00:00Z,1,0,2660,2660,0,0,205,10,215
2020-03-28,TN,1373,16965,0,0,118,0,0,0,0,0,2020-03-28T20:00:00Z,6,118,18338,18338,0,15,2077,170,2247
2020-03-28,TX,2052,23208,0,0,0,0,0,0,0,0,2020-03-28T20:00:00Z,27,0,25260,25260,4,0,1273,321,1594
2020-03-28,UT,602,10710,0,0,0,0,0,0,0,0,2020-03-28T20:00:00Z,2,0,11312,11312,0,0,1946,122,2068
2020-03-28,VA,739,8427,0,0,99,0,0,0,0,0,2020-03-28T20:00:00Z,17,99,9166,9166,3,16,1694,135,1829
2020-03-28,VI,22,106,55,0,0,0,0,0,0,0,2020-03-28T20:00:00Z,0,0,128,128,0,0,51,3,54
2020-03-28,VT,211,2163,0,0,18,0,0,0,0,0,2020-03-28T20:00:00Z,12,18,2374,2374,2,0,86,27,113
2020-03-28,WA,4737,68202,0,0,0,0,0,0,0,0,2020-03-28T20:00:00Z,220,0,72939,72939,21,0,2315,432,2747
2020-03-28,WI,989,15232,0,0,0,0,0,0,0,0,2020-03-28T20:00:00Z,13,0,16221,16221,0,0,2092,147,2239
2020-03-28,WV,96,2331,6,0,1,0,0,0,0,0,2020-03-28T20:00:00Z,0,1,2427,2427,0,0,552,20,572
2020-03-28,WY,82,1475,0,0,14,0,0,0,0,18,2020-03-28T20:00:00Z,0,14,1557,1557,0,3,264,12,276
2020-03-29,AK,102,3232,0,0,6,0,0,0,0,0,2020-03-29T20:00:00Z,2,6,3334,3334,0,1,396,17,413
2020-03-29,AL,806,4184,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,4,0,4990,4990,1,0,0,110,110
2020-03-29,AR,426,3027,0,43,0,0,0,16,0,28,2020-03-29T20:00:00Z,6,0,3453,3453,1,0,89,22,111
2020-03-29,AS,0,0,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,0,0,0,0,0,0,0,0,0
2020-03-29,AZ,919,12953,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,17,0,13872,13872,2,0,5498,46,5544
2020-03-29,CA,5708,20549,64400,1034,0,410,0,0,0,0,2020-03-29T20:00:00Z,123,0,26257,26257,22,0,0,1065,1065
2020-03-29,CO,2061,11215,0,332,274,0,0,0,0,0,2020-03-29T20:00:00Z,44,274,13276,13276,13,35,1273,327,1600
2020-03-29,CT,1993,9907,0,404,0,0,0,0,0,0,2020-03-29T20:00:00Z,34,0,11900,11900,7,0,2798,702,3500
2020-03-29,DC,342,2469,1,0,0,0,0,0,0,66,2020-03-29T20:00:00Z,5,0,2811,2811,1,0,258,38,296
2020-03-29,DE,232,36,0,33,0,0,0,0,0,9,2020-03-29T20:00:00Z,6,0,268,268,3,0,0,18,18
2020-03-29,FL,4246,39070,0,0,594,0,0,0,0,0,2020-03-29T20:00:00Z,56,594,43316,43316,2,68,3704,483,4187
2020-03-29,GA,2651,9913,0,0,666,0,0,0,0,0,2020-03-29T20:00:00Z,80,666,12564,12564,11,49,1228,285,1513
2020-03-29,GU,56,334,0,15,0,0,0,0,0,7,2020-03-29T20:00:00Z,1,0,390,390,0,0,35,1,36
2020-03-29,HI,151,6849,0,0,12,0,0,0,0,0,2020-03-29T20:00:00Z,0,12,7000,7000,0,4,2492,31,2523
2020-03-29,IA,336,5013,0,51,68,0,0,0,0,17,2020-03-29T20:00:00Z,4,68,5349,5349,1,7,638,38,676
2020-03-29,ID,261,4021,0,0,36,0,0,0,0,0,2020-03-29T20:00:00Z,5,36,4282,4282,1,11,679,31,710
2020-03-29,IL,4596,23166,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,65,0,27762,27762,18,0,1166,1105,2271
2020-03-29,IN,1514,8316,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,32,0,9830,9830,1,0,1141,282,1423
2020-03-29,KS,319,4194,0,0,55,0,0,0,0,0,2020-03-29T20:00:00Z,6,55,4513,4513,1,28,523,58,581
2020-03-29,KY,394,5147,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,9,0,5541,5541,1,0,326,92,418
2020-03-29,LA,3540,24331,0,1127,0,0,0,380,0,0,2020-03-29T20:00:00Z,151,0,27871,27871,14,0,2485,225,2710
2020-03-29,MA,4856,34234,0,0,399,0,0,0,0,0,2020-03-29T20:00:00Z,99,399,39090,39090,27,49,3319,698,4017
2020-03-29,MD,1239,12354,0,0,277,0,0,0,0,0,2020-03-29T20:00:00Z,10,277,13593,13593,5,51,838,247,1085
2020-03-29,ME,253,3394,0,0,0,0,0,0,0,41,2020-03-29T20:00:00Z,3,0,3647,3647,2,0,0,42,42
2020-03-29,MI,10010,15676,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,132,0,25686,25686,40,0,1493,723,2216
2020-03-29,MN,503,17154,0,39,75,0,17,0,0,243,2020-03-29T20:00:00Z,9,75,17657,17657,4,18,1466,62,1528
2020-03-29,MO,838,11547,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,10,0,12385,12385,0,0,1465,0,1465
2020-03-29,MP,2,0,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,0,0,2,2,0,0,0,0,0
2020-03-29,MS,758,2560,0,0,235,0,0,0,0,0,2020-03-29T20:00:00Z,14,235,3318,3318,1,16,0,95,95
2020-03-29,MT,154,4143,0,0,8,0,0,0,0,0,2020-03-29T20:00:00Z,1,8,4297,4297,0,1,887,25,912
2020-03-29,NC,1040,17905,0,91,0,0,0,0,0,0,2020-03-29T20:00:00Z,4,0,18945,18945,0,0,1313,105,1418
2020-03-29,ND,98,3355,0,0,17,0,0,0,0,18,2020-03-29T20:00:00Z,1,17,3453,3453,0,1,546,15,561
2020-03-29,NE,108,1968,4,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,2,0,2076,2076,0,0,64,12,76
2020-03-29,NH,214,4524,285,0,33,0,0,0,0,0,2020-03-29T20:00:00Z,2,33,4738,4738,0,3,868,27,895
2020-03-29,NJ,13386,22216,0,2000,0,0,0,0,0,0,2020-03-29T20:00:00Z,161,0,35602,35602,21,0,2830,2262,5092
2020-03-29,NM,237,10769,0,19,0,0,0,0,0,2,2020-03-29T20:00:00Z,2,0,11006,11006,1,0,1573,46,1619
2020-03-29,NV,738,8412,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,14,0,9150,9150,4,0,511,117,628
2020-03-29,NY,59513,112847,0,8503,12075,2037,0,0,0,3572,2020-03-29T20:00:00Z,965,12075,172360,172360,237,2021,9231,7195,16426
2020-03-29,OH,1653,19012,0,0,403,0,139,0,0,0,2020-03-29T20:00:00Z,29,403,20665,20665,4,59,0,247,247
2020-03-29,OK,429,1205,0,0,140,0,0,0,0,0,2020-03-29T20:00:00Z,16,140,1634,1634,1,14,25,52,77
2020-03-29,OR,548,10878,0,107,129,0,0,37,0,0,2020-03-29T20:00:00Z,13,129,11426,11426,0,12,1185,69,1254
2020-03-29,PA,3394,30061,0,0,353,0,0,0,0,0,2020-03-29T20:00:00Z,38,353,33455,33455,4,37,4807,643,5450
2020-03-29,PR,127,841,817,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,5,0,968,968,2,0,102,27,129
2020-03-29,RI,294,2840,0,35,0,9,0,6,0,0,2020-03-29T20:00:00Z,3,0,3134,3134,3,0,299,55,354
2020-03-29,SC,774,3015,0,0,102,0,0,0,0,0,2020-03-29T20:00:00Z,16,102,3789,3789,3,0,607,235,842
2020-03-29,SD,90,3127,1,0,0,0,0,0,0,29,2020-03-29T20:00:00Z,1,0,3217,3217,0,0,535,22,557
2020-03-29,TN,1537,19037,0,0,133,0,0,0,0,0,2020-03-29T20:00:00Z,7,133,20574,20574,1,15,2072,164,2236
2020-03-29,TX,2552,23208,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,34,0,25760,25760,7,0,0,500,500
2020-03-29,UT,719,13274,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,2,0,13993,13993,0,0,2564,117,2681
2020-03-29,VA,890,9719,0,0,112,0,0,0,0,0,2020-03-29T20:00:00Z,22,112,10609,10609,5,13,1292,151,1443
2020-03-29,VI,23,123,37,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,0,0,146,146,0,0,17,1,18
2020-03-29,VT,235,3466,0,0,18,0,0,0,0,0,2020-03-29T20:00:00Z,12,18,3701,3701,0,0,1303,24,1327
2020-03-29,WA,5121,69788,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,237,0,74909,74909,17,0,1586,384,1970
2020-03-29,WI,1112,16550,0,0,0,0,0,0,0,0,2020-03-29T20:00:00Z,13,0,17662,17662,0,0,1318,123,1441
2020-03-29,WV,113,2705,0,0,1,0,0,0,0,0,2020-03-29T20:00:00Z,0,1,2818,2818,0,0,374,17,391
2020-03-29,WY,86,1554,0,0,15,0,0,0,0,20,2020-03-29T20:00:00Z,0,15,1640,1640,0,1,79,4,83
2020-03-30,AK,114,3540,0,0,7,0,0,0,0,0,2020-03-30T20:00:00Z,3,7,3654,3654,1,1,308,12,320
2020-03-30,AL,859,5694,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,6,0,6553,6553,2,0,1510,53,1563
2020-03-30,AR,473,5262,0,62,0,0,0,21,0,29,2020-03-30T20:00:00Z,7,0,5735,5735,1,0,2235,47,2282
2020-03-30,AS,0,0,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,0,0,0,0,0,0,0,0,0
2020-03-30,AZ,1157,15602,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,20,0,16759,16759,3,0,2649,238,2887
2020-03-30,CA,6447,20549,64400,1432,0,597,0,0,0,0,2020-03-30T20:00:00Z,133,0,26996,26996,10,0,0,739,739
2020-03-30,CO,2627,12737,0,358,414,0,0,0,0,0,2020-03-30T20:00:00Z,51,414,15364,15364,7,140,1522,566,2088
2020-03-30,CT,2571,12029,0,517,0,0,0,0,0,0,2020-03-30T20:00:00Z,36,0,14600,14600,2,0,2122,578,2700
2020-03-30,DC,401,2682,2,0,0,0,0,0,0,106,2020-03-30T20:00:00Z,9,0,3083,3083,4,0,213,59,272
2020-03-30,DE,264,2216,0,45,0,0,0,0,0,9,2020-03-30T20:00:00Z,6,0,2480,2480,0,0,2180,32,2212
2020-03-30,FL,5473,48225,0,0,652,0,0,0,0,0,2020-03-30T20:00:00Z,63,652,53698,53698,7,58,9155,1227,10382
2020-03-30,GA,2809,9915,0,0,707,0,0,0,0,0,2020-03-30T20:00:00Z,87,707,12724,12724,7,41,2,158,160
2020-03-30,GU,58,352,0,19,0,2,0,0,0,7,2020-03-30T20:00:00Z,1,0,410,410,0,0,18,2,20
2020-03-30,HI,175,7825,0,0,12,0,0,0,0,0,2020-03-30T20:00:00Z,0,12,8000,8000,0,0,976,24,1000
2020-03-30,IA,424,6162,0,51,74,0,0,0,0,23,2020-03-30T20:00:00Z,6,74,6586,6586,2,6,1149,88,1237
2020-03-30,ID,310,4396,0,0,39,0,0,0,0,0,2020-03-30T20:00:00Z,6,39,4706,4706,1,3,375,49,424
2020-03-30,IL,5057,25389,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,73,0,30446,30446,8,0,2223,461,2684
2020-03-30,IN,1786,9872,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,35,0,11658,11658,3,0,1556,272,1828
2020-03-30,KS,368,4554,0,0,66,0,0,0,0,0,2020-03-30T20:00:00Z,8,66,4922,4922,2,11,360,49,409
2020-03-30,KY,439,5579,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,9,0,6018,6018,0,0,432,45,477
2020-03-30,LA,4025,30008,0,1185,0,0,0,385,0,0,2020-03-30T20:00:00Z,185,0,34033,34033,34,0,5677,485,6162
2020-03-30,MA,5653,37166,0,0,453,0,0,0,0,0,2020-03-30T20:00:00Z,124,453,42819,42819,25,54,2932,797,3729
2020-03-30,MD,1413,13316,0,0,353,0,0,0,0,0,2020-03-30T20:00:00Z,15,353,14729,14729,5,76,962,174,1136
2020-03-30,ME,275,3394,0,0,49,0,0,0,0,41,2020-03-30T20:00:00Z,3,49,3669,3669,0,49,0,22,22
2020-03-30,MI,10901,21183,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,184,0,32084,32084,52,0,5507,891,6398
2020-03-30,MN,576,18246,0,56,92,24,24,0,0,0,2020-03-30T20:00:00Z,10,92,18822,18822,1,17,1092,73,1165
2020-03-30,MO,1031,13204,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,13,0,14235,14235,3,0,1657,193,1850
2020-03-30,MP,2,0,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,0,0,2,2,0,0,0,0,0
2020-03-30,MS,847,2989,0,0,195,0,0,0,0,0,2020-03-30T20:00:00Z,16,195,3836,3836,2,-40,429,89,518
2020-03-30,MT,171,4143,0,0,10,0,0,0,0,0,2020-03-30T20:00:00Z,4,10,4314,4314,3,2,0,17,17
2020-03-30,NC,1307,19557,0,137,0,0,0,0,0,0,2020-03-30T20:00:00Z,6,0,20864,20864,2,0,1652,267,1919
2020-03-30,ND,109,3728,0,0,19,0,0,0,0,19,2020-03-30T20:00:00Z,2,19,3837,3837,1,2,373,11,384
2020-03-30,NE,145,2584,5,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,2,0,2729,2729,0,0,616,37,653
2020-03-30,NH,314,5386,144,0,45,0,0,0,0,0,2020-03-30T20:00:00Z,3,45,5700,5700,1,12,862,100,962
2020-03-30,NJ,16636,25224,0,2000,0,0,0,0,0,0,2020-03-30T20:00:00Z,198,0,41860,41860,37,0,3008,3250,6258
2020-03-30,NM,237,10942,0,22,0,0,0,0,0,26,2020-03-30T20:00:00Z,2,0,11179,11179,0,0,173,0,173
2020-03-30,NV,1008,10207,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,15,0,11215,11215,1,0,1795,270,2065
2020-03-30,NY,66497,119971,0,9517,13721,2352,0,0,0,4204,2020-03-30T20:00:00Z,1218,13721,186468,186468,253,1646,7124,6984,14108
2020-03-30,OH,1933,25342,0,0,475,0,163,0,0,0,2020-03-30T20:00:00Z,39,475,27275,27275,10,72,6330,280,6610
2020-03-30,OK,481,1207,0,0,153,103,0,0,0,0,2020-03-30T20:00:00Z,17,153,1688,1688,1,13,2,52,54
2020-03-30,OR,606,12277,0,132,140,0,0,39,0,0,2020-03-30T20:00:00Z,16,140,12883,12883,3,11,1399,58,1457
2020-03-30,PA,4087,33777,0,0,386,0,0,0,0,0,2020-03-30T20:00:00Z,49,386,37864,37864,11,33,3716,693,4409
2020-03-30,PR,174,931,794,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,6,0,1105,1105,1,0,90,47,137
2020-03-30,RI,402,3187,0,41,0,9,0,6,0,0,2020-03-30T20:00:00Z,4,0,3589,3589,1,0,347,108,455
2020-03-30,SC,925,4160,0,0,102,0,0,0,0,0,2020-03-30T20:00:00Z,18,102,5085,5085,2,0,1145,151,1296
2020-03-30,SD,101,3478,0,0,0,0,0,0,0,34,2020-03-30T20:00:00Z,1,0,3579,3579,0,0,351,11,362
2020-03-30,TN,1834,21470,0,0,148,0,0,0,0,0,2020-03-30T20:00:00Z,13,148,23304,23304,6,15,2433,297,2730
2020-03-30,TX,2877,33003,0,0,0,0,0,0,0,38,2020-03-30T20:00:00Z,34,0,35880,35880,0,0,9795,325,10120
2020-03-30,UT,806,15197,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,4,0,16003,16003,2,0,1923,87,2010
2020-03-30,VA,1020,11018,0,0,136,0,0,0,0,0,2020-03-30T20:00:00Z,25,136,12038,12038,3,24,1299,130,1429
2020-03-30,VI,30,126,24,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,0,0,156,156,0,0,3,7,10
2020-03-30,VT,256,3674,0,0,18,0,0,0,0,0,2020-03-30T20:00:00Z,12,18,3930,3930,0,0,208,21,229
2020-03-30,WA,5589,74258,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,248,0,79847,79847,11,0,4470,468,4938
2020-03-30,WI,1221,15856,0,0,0,0,0,0,0,0,2020-03-30T20:00:00Z,14,0,17077,17077,1,0,-694,109,-585
2020-03-30,WV,126,2984,0,0,1,0,0,0,0,0,2020-03-30T20:00:00Z,1,1,3110,3110,1,0,279,13,292
2020-03-30,WY,94,1840,0,0,17,0,0,0,0,24,2020-03-30T20:00:00Z,0,17,1934,1934,0,2,286,8,294
2020-03-31,AK,119,3594,0,0,7,0,0,0,0,0,2020-03-31T20:00:00Z,3,7,3713,3713,0,0,54,5,59
2020-03-31,AL,981,6298,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,13,0,7279,7279,7,0,604,122,726
2020-03-31,AR,523,5959,0,64,0,0,0,23,0,35,2020-03-31T20:00:00Z,8,0,6482,6482,1,0,697,50,747
2020-03-31,AS,0,3,2,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,0,0,3,3,0,0,3,0,3
2020-03-31,AZ,1289,18082,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,24,0,19371,19371,4,0,2480,132,2612
2020-03-31,CA,7482,21772,57400,1617,0,657,0,0,0,0,2020-03-31T20:00:00Z,153,0,29254,29254,20,0,1223,1035,2258
2020-03-31,CO,2627,12737,0,503,414,0,0,0,0,0,2020-03-31T20:00:00Z,51,414,15364,15364,0,0,0,0,0
2020-03-31,CT,3128,13029,0,608,0,0,0,0,0,0,2020-03-31T20:00:00Z,69,0,16157,16157,33,0,1000,557,1557
2020-03-31,DC,495,3262,2,0,0,0,0,0,0,121,2020-03-31T20:00:00Z,9,0,3757,3757,0,0,580,94,674
2020-03-31,DE,319,3696,0,57,0,0,0,0,0,22,2020-03-31T20:00:00Z,10,0,4015,4015,4,0,1480,55,1535
2020-03-31,FL,6338,54285,1163,0,823,0,0,0,0,0,2020-03-31T20:00:00Z,77,823,60623,60623,14,171,6060,865,6925
2020-03-31,GA,3929,12252,0,0,833,0,0,0,0,0,2020-03-31T20:00:00Z,111,833,16181,16181,24,126,2337,1120,3457
2020-03-31,GU,69,371,0,19,0,2,0,0,0,7,2020-03-31T20:00:00Z,2,0,440,440,1,0,19,11,30
2020-03-31,HI,204,8471,0,0,12,0,6,0,0,49,2020-03-31T20:00:00Z,0,12,8675,8675,0,0,646,29,675
2020-03-31,IA,497,6888,0,61,94,0,0,0,0,33,2020-03-31T20:00:00Z,7,94,7385,7385,1,20,726,73,799
2020-03-31,ID,415,5297,0,0,45,0,6,0,0,0,2020-03-31T20:00:00Z,7,45,5712,5712,1,6,901,105,1006
2020-03-31,IL,5994,29231,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,99,0,35225,35225,26,0,3842,937,4779
2020-03-31,IN,2159,11214,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,49,0,13373,13373,14,0,1342,373,1715
2020-03-31,KS,428,4996,0,0,79,0,0,0,0,0,2020-03-31T20:00:00Z,9,79,5424,5424,1,13,442,60,502
2020-03-31,KY,480,6330,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,11,0,6810,6810,2,0,751,41,792
2020-03-31,LA,5237,33730,0,1355,0,0,0,438,0,0,2020-03-31T20:00:00Z,239,0,38967,38967,54,0,3722,1212,4934
2020-03-31,MA,6521,40440,0,0,562,0,0,0,0,0,2020-03-31T20:00:00Z,153,562,46961,46961,29,109,3274,868,4142
2020-03-31,MD,1660,14868,0,0,429,0,0,0,0,0,2020-03-31T20:00:00Z,18,429,16528,16528,3,76,1552,247,1799
2020-03-31,ME,303,6088,0,0,57,0,0,0,0,68,2020-03-31T20:00:00Z,5,57,6391,6391,2,8,2694,28,2722
2020-03-31,MI,11875,23979,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,259,0,35854,35854,75,0,2796,974,3770
2020-03-31,MN,629,19151,0,56,112,26,26,0,0,0,2020-03-31T20:00:00Z,12,112,19780,19780,2,20,905,53,958
2020-03-31,MO,1327,14614,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,14,0,15941,15941,1,0,1410,296,1706
2020-03-31,MP,2,0,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,0,0,2,2,0,0,0,0,0
2020-03-31,MS,937,3537,0,0,211,0,0,0,0,0,2020-03-31T20:00:00Z,20,211,4474,4474,4,16,548,90,638
2020-03-31,MT,184,4234,0,0,14,0,0,0,0,0,2020-03-31T20:00:00Z,4,14,4418,4418,0,4,91,13,104
2020-03-31,NC,1498,21608,0,157,0,0,0,0,0,0,2020-03-31T20:00:00Z,8,0,23106,23106,2,0,2051,191,2242
2020-03-31,ND,126,4131,0,0,21,0,0,0,0,30,2020-03-31T20:00:00Z,3,21,4257,4257,1,2,403,17,420
2020-03-31,NE,172,2931,8,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,3,0,3103,3103,1,0,347,27,374
2020-03-31,NH,314,5413,65,0,45,0,0,0,0,0,2020-03-31T20:00:00Z,3,45,5727,5727,0,0,27,0,27
2020-03-31,NJ,18696,27077,0,2000,0,0,0,0,0,0,2020-03-31T20:00:00Z,267,0,45773,45773,69,0,1853,2060,3913
2020-03-31,NM,281,12246,0,22,0,0,0,0,0,26,2020-03-31T20:00:00Z,4,0,12527,12527,2,0,1304,44,1348
2020-03-31,NV,1113,10681,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,17,0,11794,11794,2,0,474,105,579
2020-03-31,NY,75795,129391,0,10929,15904,2710,0,0,0,4975,2020-03-31T20:00:00Z,1550,15904,205186,205186,332,2183,9420,9298,18718
2020-03-31,OH,2199,26992,0,0,585,0,198,0,0,0,2020-03-31T20:00:00Z,55,585,29191,29191,16,110,1650,266,1916
2020-03-31,OK,565,1229,0,0,177,83,0,0,0,0,2020-03-31T20:00:00Z,23,177,1794,1794,6,24,22,84,106
2020-03-31,OR,690,13136,0,132,154,0,0,40,0,0,2020-03-31T20:00:00Z,18,154,13826,13826,2,14,859,84,943
2020-03-31,PA,4843,37645,0,0,514,0,0,0,0,0,2020-03-31T20:00:00Z,63,514,42488,42488,14,128,3868,756,4624
2020-03-31,PR,239,1195,854,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,8,0,1434,1434,2,0,264,65,329
2020-03-31,RI,489,3476,0,59,0,9,0,6,0,35,2020-03-31T20:00:00Z,8,0,3965,3965,4,0,289,87,376
2020-03-31,SC,1083,4616,0,0,102,0,0,0,0,0,2020-03-31T20:00:00Z,22,102,5699,5699,4,0,456,158,614
2020-03-31,SD,108,3609,0,0,12,0,0,0,0,44,2020-03-31T20:00:00Z,1,12,3717,3717,0,12,131,7,138
2020-03-31,TN,2239,25121,0,0,175,0,0,0,0,121,2020-03-31T20:00:00Z,23,175,27360,27360,10,27,3651,405,4056
2020-03-31,TX,3266,39726,0,196,0,0,0,0,0,38,2020-03-31T20:00:00Z,41,0,42992,42992,7,0,6723,389,7112
2020-03-31,UT,887,17626,0,0,73,0,0,0,0,0,2020-03-31T20:00:00Z,5,73,18513,18513,1,73,2429,81,2510
2020-03-31,VA,1250,12151,0,0,165,0,0,0,0,0,2020-03-31T20:00:00Z,27,165,13401,13401,2,29,1133,230,1363
2020-03-31,VI,30,126,24,0,0,0,0,0,0,21,2020-03-31T20:00:00Z,0,0,156,156,0,0,0,0,0
2020-03-31,VT,293,3957,0,21,36,0,0,0,0,15,2020-03-31T20:00:00Z,13,36,4250,4250,1,18,283,37,320
2020-03-31,WA,6049,78384,0,0,0,0,0,0,0,0,2020-03-31T20:00:00Z,262,0,84433,84433,14,0,4126,460,4586
2020-03-31,WI,1351,17375,0,0,337,0,0,0,0,0,2020-03-31T20:00:00Z,16,337,18726,18726,2,337,1519,130,1649
2020-03-31,WV,162,3981,0,0,1,0,0,0,0,0,2020-03-31T20:00:00Z,1,1,4143,4143,0,0,997,36,1033
2020-03-31,WY,109,1999,0,0,17,0,0,0,0,26,2020-03-31T20:00:00Z,0,17,2108,2108,0,0,159,15,174
2020-04-01,AK,133,4470,0,0,9,0,0,0,0,0,2020-04-01T20:00:00Z,3,9,4603,4603,0,2,876,14,890
2020-04-01,AL,1077,6697,0,0,0,0,0,0,0,0,2020-04-01T20:00:00Z,26,0,7774,7774,13,0,399,96,495
2020-04-01,AR,584,7354,0,56,90,0,0,25,32,42,2020-04-01T20:00:00Z,10,90,7938,7938,2,90,1395,61,1456
2020-04-01,AS,0,3,2,0,0,0,0,0,0,0,2020-04-01T20:00:00Z,0,0,3,3,0,0,0,0,0
2020-04-01,AZ,1413,19645,0,0,0,0,0,0,0,0,2020-04-01T20:00:00Z,29,0,21058,21058,5,0,1563,124,1687
2020-04-01,CA,8155,21772,57400,1855,0,774,0,0,0,0,2020-04-01T20:00:00Z,171,0,29927,29927,18,0,0,673,673
2020-04-01,CO,2966,13883,0,574,509,0,0,0,0,0,2020-04-01T20:00:00Z,69,509,16849,16849,18,95,1146,339,1485
2020-04-01,CT,3557,13043,0,766,0,0,0,0,0,0,2020-04-01T20:00:00Z,85,0,16600,16600,16,0,14,429,443
2020-04-01,DC,586,3262,2,0,0,0,0,0,0,142,2020-04-01T20:00:00Z,11,0,3848,3848,2,0,0,91,91
2020-04-01,DE,368,4015,0,51,0,0,0,0,0,49,2020-04-01T20:00:00Z,11,0,4383,4383,1,0,319,49,368
2020-04-01,FL,6955,59529,1235,0,949,0,0,0,0,0,2020-04-01T20:00:00Z,87,949,66484,66484,10,126,5244,617,5861
2020-04-01,GA,4638,15688,0,0,952,0,0,0,0,0,2020-04-01T20:00:00Z,139,952,20326,20326,28,119,3436,709,4145
2020-04-01,GU,77,406,0,19,0,2,0,0,0,9,2020-04-01T20:00:00Z,3,0,483,483,1,0,35,8,43
2020-04-01,HI,208,8721,0,0,13,0,6,0,0,58,2020-04-01T20:00:00Z,1,13,8929,8929,1,1,250,4,254
2020-04-01,IA,549,7304,0,63,99,0,0,0,0,118,2020-04-01T20:00:00Z,9,99,7853,7853,2,5,416,52,468
2020-04-01,ID,525,6076,0,0,46,0,7,0,0,0,2020-04-01T20:00:00Z,9,46,6601,6601,2,1,779,110,889
2020-04-01,IL,6980,33404,0,0,0,0,0,0,0,0,2020-04-01T20:00:00Z,141,0,40384,40384,42,0,4173,986,5159
2020-04-01,IN,2565,11810,0,0,0,0,0,0,0,0,2020-04-01T20:00:00Z,65,0,14375,14375,16,0,596,406,1002
2020-04-01,KS,482,5411,0,0,114,0,0,0,0,0,2020-04-01T20:00:00Z,10,114,5893,5893,1,35,415,54,469
2020-04-01,KY,591,6965,0,0,0,0,0,0,0,0,2020-04-01T20:00:00Z,17,0,7556,7556,6,0,635,111,746
2020-04-01,LA,6424,39352,0,1498,0,0,0,490,0,0,2020-04-01T20:00:00Z,273,0,45776,45776,34,0,5622,1187,6809
2020-04-01,MA,7639,44125,0,0,682,0,0,0,0,0,2020-04-01T20:00:00Z,187,682,51764,51764,34,120,3685,1118,4803
2020-04-01,MD,1985,17233,0,0,522,0,0,0,0,0,2020-04-01T20:00:00Z,31,522,19218,19218,13,93,2365,325,2690
